text,event,fv,count
https://w3id.org/provcorp/np/protected/text/wsj_0918.RAgeaFb7DB1PLoEbiSU4prnHAr9dC4pRV_WS2iEXCRAPQ#text,unspecified,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0924.RAledNq1odL17pcuxtOz3-nFEr3l9HKMYEuWWLzrwWRpc#text,price,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0938.RAhIbwaw_8_aYTcNR8bHW9Tc8JVLus6fN-qhHWUtzvwZQ#text,financing,Uu,3
https://w3id.org/provcorp/np/protected/text/wsj_1003.RAhzKMCZrDvPWNRU1ggdehZvYCOPPpf5R8aeVqCaPFh00#text,anticipate,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_1003.RAhzKMCZrDvPWNRU1ggdehZvYCOPPpf5R8aeVqCaPFh00#text,remains,Uu,1
https://w3id.org/provcorp/np/protected/text/wsj_1013.RAoHHvYRdlf42lrkp6EzjsFO_zJdrh7mg8Z-Wannb5duA#text,adjustments,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0760.RAoasNYR8ExSU3fhHhTUCEibajLC9Q5GgPWvkgghPTKJc#text,$3.30 ,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0760.RAoasNYR8ExSU3fhHhTUCEibajLC9Q5GgPWvkgghPTKJc#text,$1.15 ,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0762.RADAE5zYIXL7W3x_chP9cw9WQ7u-Ib14_7B_5DFvSUcF4#text,confident,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0768.RA2zON3M32ngmvLiocCD_NM-Q2VXl02V6e9mdLu8TBeOA#text,Interviews,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0768.RA2zON3M32ngmvLiocCD_NM-Q2VXl02V6e9mdLu8TBeOA#text,outflow,CT+,3
https://w3id.org/provcorp/np/protected/text/wsj_0768.RA2zON3M32ngmvLiocCD_NM-Q2VXl02V6e9mdLu8TBeOA#text,seeped,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0778.RAH6QAgVEWuZcUvj24PaPPCxq3OJsO29H-tN-yy2Y97W8#text,authority,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0778.RAH6QAgVEWuZcUvj24PaPPCxq3OJsO29H-tN-yy2Y97W8#text,quit,PR+,1
https://w3id.org/provcorp/np/protected/text/wsj_0778.RAH6QAgVEWuZcUvj24PaPPCxq3OJsO29H-tN-yy2Y97W8#text,avoid,Uu,1
https://w3id.org/provcorp/np/protected/text/wsj_0778.RAH6QAgVEWuZcUvj24PaPPCxq3OJsO29H-tN-yy2Y97W8#text,derives,Uu,1
https://w3id.org/provcorp/np/protected/text/wsj_0778.RAH6QAgVEWuZcUvj24PaPPCxq3OJsO29H-tN-yy2Y97W8#text,emphasized,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0786.RAFx1TuDi4GhY1NVPruvZgt08DSyhliccoQMjaKnFEDWc#text,canceled,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0786.RAFx1TuDi4GhY1NVPruvZgt08DSyhliccoQMjaKnFEDWc#text,lowered,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0791.RAypXTliVWu4xsE_tgQLTEKGTLWEoCbke6WHoD53_8K7w#text,holds,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0791.RAypXTliVWu4xsE_tgQLTEKGTLWEoCbke6WHoD53_8K7w#text,holds,Uu,1
https://w3id.org/provcorp/np/protected/text/wsj_0805.RAzYa8m1ZqFqpm_g4qmJcGPyIa7PBRrGnP6D2VQNMUnIw#text,$68.20 ,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0806.RA-yCPy_Zib9iBQ3K3vYzQF6Zvtqlavy_Cp84rSKyHiEI#text,repay,PR+,1
https://w3id.org/provcorp/np/protected/text/wsj_0806.RA-yCPy_Zib9iBQ3K3vYzQF6Zvtqlavy_Cp84rSKyHiEI#text,establishing,Uu,1
https://w3id.org/provcorp/np/protected/text/wsj_0810.RAupC33CL5rz7HRU-equAW2UUNzK78F28ayCkIxPCVvDI#text,holds,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0816.RA1lxWu2MeD87LuUkNlJH4mjqCMYZMxMA1x1mq_0igHe8#text,revisions,CT+,2
https://w3id.org/provcorp/np/protected/text/wsj_0816.RA1lxWu2MeD87LuUkNlJH4mjqCMYZMxMA1x1mq_0igHe8#text,activity,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0904.RA-y5G6LtXrGlIRskCbRC7hpfS30UNEjUorGUII2jPSZU#text,$683 ,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0918.RAgeaFb7DB1PLoEbiSU4prnHAr9dC4pRV_WS2iEXCRAPQ#text,affirmation,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0927.RA6SJVyxFeWnSLGV8PgZKGfly00l2PAostQLKGnV6fJvw#text,$10.50 ,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0928.RAwS2CfOnFXGVyg2We08qVto-AZ-z4VMQYTBfydTeD5b0#text,accounted,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0938.RAhIbwaw_8_aYTcNR8bHW9Tc8JVLus6fN-qhHWUtzvwZQ#text,bidding,Uu,1
https://w3id.org/provcorp/np/protected/text/wsj_0938.RAhIbwaw_8_aYTcNR8bHW9Tc8JVLus6fN-qhHWUtzvwZQ#text,acceptable,Uu,1
https://w3id.org/provcorp/np/protected/text/wsj_0950.RAmiPyXT9QDl_BUnl_Nkg2QeLpY0_kPXLO77Aj3N5Xsec#text,$110.60 ,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0950.RAmiPyXT9QDl_BUnl_Nkg2QeLpY0_kPXLO77Aj3N5Xsec#text,$110.90 ,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_1003.RAhzKMCZrDvPWNRU1ggdehZvYCOPPpf5R8aeVqCaPFh00#text,pact,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_1006.RAI0Zk_KL-TDwOEoJgp29eYWy2CN72j9FHTeBMcyEYAq4#text,concentrate,Uu,2
https://w3id.org/provcorp/np/protected/text/wsj_1013.RAoHHvYRdlf42lrkp6EzjsFO_zJdrh7mg8Z-Wannb5duA#text,activities,Uu,1
https://w3id.org/provcorp/np/protected/text/wsj_1035.RA6WFB2mnagnQbgNPbKVKz8y4xIKaOYmVEVKs63ybaffc#text,discounting,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0292.RA5b-EPnGsGaPMVd2hpsRqGiQHcbtqlpA2vqW36JNCFDQ#text,$90.50 ,Uu,1
https://w3id.org/provcorp/np/protected/text/wsj_0344.RAXw6gOp2xk_UhoTTNZLBeMpbABOKfPf1J3iX6QhfU8no#text,retained,CT+,2
https://w3id.org/provcorp/np/protected/text/wsj_0471.RAiAzNe9ZDwKGX6uBEvzW-dMSLlm0rOTPl48iOak-Uh6E#text,violates,Uu,1
https://w3id.org/provcorp/np/protected/text/wsj_0520.RA0gbsBZnKE_Gdd736nUtbbb5ZC5-3-12Xew_5q4LJeYM#text,reducing,Uu,1
https://w3id.org/provcorp/np/protected/text/wsj_0533.RAB1sw8G3tjoxmEnpJxREz5vh20JQHmqk-B2V9c6Mxt1o#text,postpone,Uu,1
https://w3id.org/provcorp/np/protected/text/wsj_0570.RA8hg_MVvFNMSQL-rmGN0yoJpbM72jvBvfr2Y3X9X8a0M#text,overtures,CT-,1
https://w3id.org/provcorp/np/protected/text/wsj_0575.RA3nJvTw9Y32t5YJowwf7lQ36B4lvfmrX5N6Y-mBH3LuU#text,spend,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0583.RACHp1oa0oAZVhZ4sQA8EmiKb5lbcHu_m7ETqaqau0vFc#text,lacked,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0583.RACHp1oa0oAZVhZ4sQA8EmiKb5lbcHu_m7ETqaqau0vFc#text,brimmed,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0542.RAJ9OONk7VQ0BCZaOLRuwfqLPlsHy0msaYd8j2nUT5Reo#text,views,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0555.RAzDLGKkWRtiwOGEuYOTPLTNWYnMm0ktuAIwMBDgRPalw#text,convert,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0558.RA0SnPcIMKKnnU_OK2zeCqQjn-DnNre7HjmvtA0xAyvjo#text,$182.60 ,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0568.RAHGMexSp1TUaSwJOaHuy7S4oXR3ycvNlBEuM9w2_2rNY#text,clobbered,Uu,1
https://w3id.org/provcorp/np/protected/text/wsj_0568.RAHGMexSp1TUaSwJOaHuy7S4oXR3ycvNlBEuM9w2_2rNY#text,overcome,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0568.RAHGMexSp1TUaSwJOaHuy7S4oXR3ycvNlBEuM9w2_2rNY#text,$4 ,Uu,1
https://w3id.org/provcorp/np/protected/text/wsj_0568.RAHGMexSp1TUaSwJOaHuy7S4oXR3ycvNlBEuM9w2_2rNY#text,inched,NA,1
https://w3id.org/provcorp/np/protected/text/wsj_0583.RACHp1oa0oAZVhZ4sQA8EmiKb5lbcHu_m7ETqaqau0vFc#text,cope,Uu,1
https://w3id.org/provcorp/np/protected/text/wsj_0313.RAScz8g4O55OSWXx4cRc0w8iC1K1QR4ayKYUEIXE4z2zU#text,concentrate,PR+,1
https://w3id.org/provcorp/np/protected/text/wsj_0321.RAIFCggav-skF4bg5nEHCRWYHjT-aQ1iKk4fxsRTpkNCM#text,pursuit,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0321.RAIFCggav-skF4bg5nEHCRWYHjT-aQ1iKk4fxsRTpkNCM#text,combine,Uu,1
https://w3id.org/provcorp/np/protected/text/wsj_0344.RAXw6gOp2xk_UhoTTNZLBeMpbABOKfPf1J3iX6QhfU8no#text,evaluating,Uu,2
https://w3id.org/provcorp/np/protected/text/wsj_0376.RAP5aiILAxIQFJ4VbJBZvyVnkwMZU_1FqWu_JEkagr3uE#text,moving,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0527.RAIPjR2jgDHslUxJA-pi8VpBKHEuBQcvUaYxU0bv1Fg9A#text,$1 ,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0534.RAsMQGd9YnHshMMj461DumPd0YsGnneBno6akC4UMuoTY#text,redemption,Uu,2
https://w3id.org/provcorp/np/protected/text/wsj_0568.RAHGMexSp1TUaSwJOaHuy7S4oXR3ycvNlBEuM9w2_2rNY#text,$4 ,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0568.RAHGMexSp1TUaSwJOaHuy7S4oXR3ycvNlBEuM9w2_2rNY#text,$16.25 ,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0570.RA8hg_MVvFNMSQL-rmGN0yoJpbM72jvBvfr2Y3X9X8a0M#text,evaluate,Uu,1
https://w3id.org/provcorp/np/protected/text/wsj_0575.RA3nJvTw9Y32t5YJowwf7lQ36B4lvfmrX5N6Y-mBH3LuU#text,intends,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0575.RA3nJvTw9Y32t5YJowwf7lQ36B4lvfmrX5N6Y-mBH3LuU#text,intends,Uu,1
https://w3id.org/provcorp/np/protected/text/wsj_0583.RACHp1oa0oAZVhZ4sQA8EmiKb5lbcHu_m7ETqaqau0vFc#text,competitiveness,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0583.RACHp1oa0oAZVhZ4sQA8EmiKb5lbcHu_m7ETqaqau0vFc#text,recommending,PR+,1
https://w3id.org/provcorp/np/protected/text/wsj_0584.RAnadyWsT7yJsoMd9IANxydw9-lxqNFyluiy41krUjnag#text,confidence,Uu,1
https://w3id.org/provcorp/np/protected/text/wsj_0584.RAnadyWsT7yJsoMd9IANxydw9-lxqNFyluiy41krUjnag#text,$37.75 ,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0585.RAxBi6ZIMHctgSotskHEUqNgm8QR75zV6sf9DcqP5Jh0g#text,hazardous,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0585.RAxBi6ZIMHctgSotskHEUqNgm8QR75zV6sf9DcqP5Jh0g#text,thinks,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0585.RAxBi6ZIMHctgSotskHEUqNgm8QR75zV6sf9DcqP5Jh0g#text,crash,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0586.RArE7TquS9T6yInSegFakG0l_bGGvnYp7dRahM5Dfd0qQ#text,selling,CT+,3
https://w3id.org/provcorp/np/protected/text/wsj_0586.RArE7TquS9T6yInSegFakG0l_bGGvnYp7dRahM5Dfd0qQ#text,uncertainty,NA,2
https://w3id.org/provcorp/np/protected/text/wsj_0610.RAhdBw82_DJoaTnJs_7vC0hgVJfH5L0phx-5OW8RYKno0#text,erosion,CT+,2
https://w3id.org/provcorp/np/protected/text/wsj_0610.RAhdBw82_DJoaTnJs_7vC0hgVJfH5L0phx-5OW8RYKno0#text,selling,Uu,1
https://w3id.org/provcorp/np/protected/text/wsj_0610.RAhdBw82_DJoaTnJs_7vC0hgVJfH5L0phx-5OW8RYKno0#text,reading,Uu,1
https://w3id.org/provcorp/np/protected/text/wsj_0612.RATLx2BJ-8_QhjVkofX21TEgj9pliVevV0iADPyi0oLYM#text,compiled,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0612.RATLx2BJ-8_QhjVkofX21TEgj9pliVevV0iADPyi0oLYM#text,priced,CT+,4
https://w3id.org/provcorp/np/protected/text/wsj_0675.RAdYT9fXu2oUEYfEwzHK9F-zk7-AiAYOUHyGEWCPXpPcg#text,strengthened,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0584.RAnadyWsT7yJsoMd9IANxydw9-lxqNFyluiy41krUjnag#text,spin,Uu,1
https://w3id.org/provcorp/np/protected/text/wsj_0584.RAnadyWsT7yJsoMd9IANxydw9-lxqNFyluiy41krUjnag#text,revised,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0584.RAnadyWsT7yJsoMd9IANxydw9-lxqNFyluiy41krUjnag#text,wait,Uu,1
https://w3id.org/provcorp/np/protected/text/wsj_0585.RAxBi6ZIMHctgSotskHEUqNgm8QR75zV6sf9DcqP5Jh0g#text,declares,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0585.RAxBi6ZIMHctgSotskHEUqNgm8QR75zV6sf9DcqP5Jh0g#text,skittishness,CT+,2
https://w3id.org/provcorp/np/protected/text/wsj_0585.RAxBi6ZIMHctgSotskHEUqNgm8QR75zV6sf9DcqP5Jh0g#text,rocketed,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0610.RAhdBw82_DJoaTnJs_7vC0hgVJfH5L0phx-5OW8RYKno0#text,40%,Uu,1
https://w3id.org/provcorp/np/protected/text/wsj_0610.RAhdBw82_DJoaTnJs_7vC0hgVJfH5L0phx-5OW8RYKno0#text,boosting,CT-,1
https://w3id.org/provcorp/np/protected/text/wsj_0610.RAhdBw82_DJoaTnJs_7vC0hgVJfH5L0phx-5OW8RYKno0#text,scaled,PS+,1
https://w3id.org/provcorp/np/protected/text/wsj_0610.RAhdBw82_DJoaTnJs_7vC0hgVJfH5L0phx-5OW8RYKno0#text,retained,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0637.RA7pu4mAFYvkErASdbVUqKkOijqSsiXzYu8wB8Pg8kQdw#text,redeemable,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0637.RA7pu4mAFYvkErASdbVUqKkOijqSsiXzYu8wB8Pg8kQdw#text,strengthen,Uu,2
https://w3id.org/provcorp/np/protected/text/wsj_0661.RArF-RXIXVqwjLzVquALXLxMNzNWQ3n73pd5HstQrcXZg#text,seeks,Uu,1
https://w3id.org/provcorp/np/protected/text/wsj_0675.RAdYT9fXu2oUEYfEwzHK9F-zk7-AiAYOUHyGEWCPXpPcg#text,suspending,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0675.RAdYT9fXu2oUEYfEwzHK9F-zk7-AiAYOUHyGEWCPXpPcg#text,complain,Uu,1
https://w3id.org/provcorp/np/protected/text/wsj_0675.RAdYT9fXu2oUEYfEwzHK9F-zk7-AiAYOUHyGEWCPXpPcg#text,write-offs,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0706.RAiOp4KFm89Z8DHkN8YVRa59IwaNtFnAYj3U9m6_loKlY#text,intent,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0736.RAIAjofdzNfV4VIACcgYwGApZJB2roIHDk1v9aXXZFXCk#text,altered,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0585.RAxBi6ZIMHctgSotskHEUqNgm8QR75zV6sf9DcqP5Jh0g#text,concerned,Uu,1
https://w3id.org/provcorp/np/protected/text/wsj_0585.RAxBi6ZIMHctgSotskHEUqNgm8QR75zV6sf9DcqP5Jh0g#text,suffer,Uu,2
https://w3id.org/provcorp/np/protected/text/wsj_0586.RArE7TquS9T6yInSegFakG0l_bGGvnYp7dRahM5Dfd0qQ#text,resignation,CT+,4
https://w3id.org/provcorp/np/protected/text/wsj_0586.RArE7TquS9T6yInSegFakG0l_bGGvnYp7dRahM5Dfd0qQ#text,weight,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0586.RArE7TquS9T6yInSegFakG0l_bGGvnYp7dRahM5Dfd0qQ#text,regain,Uu,2
https://w3id.org/provcorp/np/protected/text/wsj_0586.RArE7TquS9T6yInSegFakG0l_bGGvnYp7dRahM5Dfd0qQ#text,concerns,Uu,1
https://w3id.org/provcorp/np/protected/text/wsj_0586.RArE7TquS9T6yInSegFakG0l_bGGvnYp7dRahM5Dfd0qQ#text,orders,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0586.RArE7TquS9T6yInSegFakG0l_bGGvnYp7dRahM5Dfd0qQ#text,cautious,Uu,1
https://w3id.org/provcorp/np/protected/text/wsj_0610.RAhdBw82_DJoaTnJs_7vC0hgVJfH5L0phx-5OW8RYKno0#text,$71.75 ,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0612.RATLx2BJ-8_QhjVkofX21TEgj9pliVevV0iADPyi0oLYM#text,Rated,CT+,2
https://w3id.org/provcorp/np/protected/text/wsj_0745.RA79ee56dGz4G4xuHLFwwiW_eYZvyEYK4xjLvaBkxOk88#text,retained,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0927.RA6SJVyxFeWnSLGV8PgZKGfly00l2PAostQLKGnV6fJvw#text,founded,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0928.RAwS2CfOnFXGVyg2We08qVto-AZ-z4VMQYTBfydTeD5b0#text,competition,CT+,4
https://w3id.org/provcorp/np/protected/text/VOA19980305.1800.2603.RAu1I_rkD2rIIk3fd4bx8rar3b3nJ0ey3jwsyw2nw18W0#text,Day,CT+,1
https://w3id.org/provcorp/np/protected/text/VOA19980305.1800.2603.RAu1I_rkD2rIIk3fd4bx8rar3b3nJ0ey3jwsyw2nw18W0#text,violations,Uu,1
https://w3id.org/provcorp/np/protected/text/VOA19980305.1800.2603.RAu1I_rkD2rIIk3fd4bx8rar3b3nJ0ey3jwsyw2nw18W0#text,misery,CT+,2
https://w3id.org/provcorp/np/protected/text/VOA19980305.1800.2603.RAu1I_rkD2rIIk3fd4bx8rar3b3nJ0ey3jwsyw2nw18W0#text,torn,CT+,2
https://w3id.org/provcorp/np/protected/text/wsj_0144.RAvIEzkmYpjnFOAw65qWL5tlNQdb4oQoaX_i8vgFw499M#text,rose,CT+,4
https://w3id.org/provcorp/np/protected/text/ea980120.1830.0071.RAP7OR41W7GvH1C-BH71dq1xzROeUmLuy7pjkFpHEWXEE#text,witness,CT+,1
https://w3id.org/provcorp/np/protected/text/ea980120.1830.0071.RAP7OR41W7GvH1C-BH71dq1xzROeUmLuy7pjkFpHEWXEE#text,broadcast,CT+,2
https://w3id.org/provcorp/np/protected/text/ea980120.1830.0071.RAP7OR41W7GvH1C-BH71dq1xzROeUmLuy7pjkFpHEWXEE#text,story,CT+,1
https://w3id.org/provcorp/np/protected/text/ea980120.1830.0456.RAavdDqY3foS1IbyQ1xRsH2dD-iyKjua4FE-61RL7OvcQ#text,re-examine,Uu,1
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,reflects,Uu,4
https://w3id.org/provcorp/np/protected/text/XIE19990313.0229.RACQGdWjFTw_jD3eiOZqRtzy_hhEx1rZcHU7s19N9pLeU#text,respond,Uu,2
https://w3id.org/provcorp/np/protected/text/ea980120.1830.0071.RAP7OR41W7GvH1C-BH71dq1xzROeUmLuy7pjkFpHEWXEE#text,impact,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0173.RAUOe_zrKGoSsfGKXd9_eK2oFS4de-uqhL52AFXXFKB5U#text,provides,CT+,4
https://w3id.org/provcorp/np/protected/text/wsj_0313.RAScz8g4O55OSWXx4cRc0w8iC1K1QR4ayKYUEIXE4z2zU#text,loss,CT+,9
https://w3id.org/provcorp/np/protected/text/wsj_0313.RAScz8g4O55OSWXx4cRc0w8iC1K1QR4ayKYUEIXE4z2zU#text,offering,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0505.RAMEWNAi1GpaEOqEuJoSOFttjz_4KUyl998VsKRZE5zS0#text,transaction,PR+,1
https://w3id.org/provcorp/np/protected/text/wsj_0575.RA3nJvTw9Y32t5YJowwf7lQ36B4lvfmrX5N6Y-mBH3LuU#text,buy,Uu,2
https://w3id.org/provcorp/np/protected/text/wsj_0575.RA3nJvTw9Y32t5YJowwf7lQ36B4lvfmrX5N6Y-mBH3LuU#text,loss,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0661.RArF-RXIXVqwjLzVquALXLxMNzNWQ3n73pd5HstQrcXZg#text,buy,Uu,2
https://w3id.org/provcorp/np/protected/text/wsj_0675.RAdYT9fXu2oUEYfEwzHK9F-zk7-AiAYOUHyGEWCPXpPcg#text,loss,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0695.RAWDsrIl_R1u4fId9rvMwTY-1HxmClthnGLiePCXvrIX4#text,offering,CT+,2
