event,eID,event_word,fact_value,fact_value_count
https://w3id.org/provcorp/np/protected/annotation-fb/event/APW19980227.0487/e53.RAPn1yWV-6FDWVzeNZMkjCWYJXXZ00XGMWRvjINkw220M#annotation,"""e53""","""said""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/APW19980227.0487/e56.RAGgUTq2ezEHBogqXOGqmrdQLd8nwjoMfg6-XN_IMrWW8#annotation,"""e56""","""said""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/APW19980227.0489/e26.RAysEf09_BobbDycrY4WL2wmkW7dsrQR5ZqPp38HiNong#annotation,"""e26""","""role""","""CT+""",2
https://w3id.org/provcorp/np/protected/annotation-fb/event/APW19980227.0489/e26.RAysEf09_BobbDycrY4WL2wmkW7dsrQR5ZqPp38HiNong#annotation,"""e26""","""role""","""Uu""",2
https://w3id.org/provcorp/np/protected/annotation-fb/event/NYT19980206.0460/e148.RAQ1wA7g1LBgOV7dNP9GGwHVPDXi2p6dyks8WrfmUblUI#annotation,"""e148""","""hit""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/NYT19980206.0460/e148.RAQ1wA7g1LBgOV7dNP9GGwHVPDXi2p6dyks8WrfmUblUI#annotation,"""e148""","""hit""","""PR+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/NYT19980206.0460/e151.RAr1FGAXmaH1m_kE4Sehy52_77p1m6tThM6nE3yUO1CY4#annotation,"""e151""","""hit""","""CT+""",2
https://w3id.org/provcorp/np/protected/annotation-fb/event/NYT19980206.0466/e48.RA4QlrNGpgl3R4vs8lZ3yUHv-9pKeivv3NPUKsFm3qvcc#annotation,"""e48""","""implication""","""PS+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/NYT19980206.0466/e48.RA4QlrNGpgl3R4vs8lZ3yUHv-9pKeivv3NPUKsFm3qvcc#annotation,"""e48""","""implication""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/NYT19980206.0466/e49.RAjFvIJ9j3RALxeeaE88jlSJx0SiZmxwv34IL6Sd_IjvE#annotation,"""e49""","""suggestion""","""PS+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/NYT19980206.0466/e49.RAjFvIJ9j3RALxeeaE88jlSJx0SiZmxwv34IL6Sd_IjvE#annotation,"""e49""","""suggestion""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/NYT19980206.0466/e52.RA2AVp2onVFaRjmFmz7MMWLPIRZ8Q9LQHHfdtTXCuo_RY#annotation,"""e52""","""implication""","""PS+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/NYT19980206.0466/e52.RA2AVp2onVFaRjmFmz7MMWLPIRZ8Q9LQHHfdtTXCuo_RY#annotation,"""e52""","""implication""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/NYT19980206.0466/e53.RAeJxPf0hHd2UaFf8qQw4LO_He1LMdqfTUVuqLkA26caY#annotation,"""e53""","""suggestion""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/NYT19980206.0466/e53.RAeJxPf0hHd2UaFf8qQw4LO_He1LMdqfTUVuqLkA26caY#annotation,"""e53""","""suggestion""","""PS+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/NYT19990505.0443/e7.RAWrX3CEFNotO7q2Bl-1VLYyZp6riXvQntcHRbiEnIqHQ#annotation,"""e7""","""found""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/NYT19990505.0443/e9.RASLKAldZ6jMSLaVma1gGzC_66vy784i6nvwCyr_uFrgw#annotation,"""e9""","""found""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/VOA19980305.1800.2603/e45.RAx1F5dkOK4cm6ItYZw0vSsOyVUllRmca843TO0NJpS6c#annotation,"""e45""","""look""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/VOA19980305.1800.2603/e46.RA-6VDGG8tHnwNOjiFfsYavTwXB1U5F0JUCU0fkZidjck#annotation,"""e46""","""look""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/XIE19990227.0171/e10.RAohxzTlHQTfKz4U5LVfeElLXYqonkH1DcK6ZXYEE85Xc#annotation,"""e10""","""join""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/XIE19990227.0171/e9.RAdXypebeqsUD8H2Q74k6dMajODC95UzJIktmHfDXbRYM#annotation,"""e9""","""join""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0006/e1.RA1SobAeH4jcCzSy7JD5qw7oWY1xe8JGMU58kn7oKNZhs#annotation,"""e1""","""said""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0006/e19.RAsVSLyxJb215S51tjpFd840_i5_pK5cPz9ihBe-czXUs#annotation,"""e19""","""approval""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0006/e19.RAsVSLyxJb215S51tjpFd840_i5_pK5cPz9ihBe-czXUs#annotation,"""e19""","""approval""","""PR+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0006/e2.RAF6VGEnQzdrpmpY3FqpVw-IICqBetyxppRdI15U27JNY#annotation,"""e2""","""approved""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0006/e2.RAF6VGEnQzdrpmpY3FqpVw-IICqBetyxppRdI15U27JNY#annotation,"""e2""","""approved""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0006/e20.RACjG5zJcBolyD6wZe_eRLAtwdR3bqgJlFdvNM5RQgSYU#annotation,"""e20""","""transaction""","""PR+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0006/e20.RACjG5zJcBolyD6wZe_eRLAtwdR3bqgJlFdvNM5RQgSYU#annotation,"""e20""","""transaction""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0006/e4.RAimqkOxX52b2Nxi7u4kFeG8ueMi7NEPpKDxDMacq5cyA#annotation,"""e4""","""said""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0006/e5.RA3Xt6giXjewo5M_R5UJBW75NqxzaugWIKxDRDGYPr1CQ#annotation,"""e5""","""expects""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0006/e5.RA3Xt6giXjewo5M_R5UJBW75NqxzaugWIKxDRDGYPr1CQ#annotation,"""e5""","""expects""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0006/e6.RAjQ7FExHPp-BJEAo4x8lxxe1eg-NxuXY-GJuEMpQsovw#annotation,"""e6""","""obtain""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0006/e6.RAjQ7FExHPp-BJEAo4x8lxxe1eg-NxuXY-GJuEMpQsovw#annotation,"""e6""","""obtain""","""PR+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0006/e7.RAdtruhGzZooOlVl5gRSj3ideZz7-2IHerowbeqsdIloU#annotation,"""e7""","""complete""","""PR+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0006/e7.RAdtruhGzZooOlVl5gRSj3ideZz7-2IHerowbeqsdIloU#annotation,"""e7""","""complete""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0006/e8.RAI6vgr0HQNCkH_fDcVFKr04OWQOXcXIe84Dl2fpxK3gY#annotation,"""e8""","""acquisition""","""CT+""",2
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0026/e1.RAohkOA492zTd7KpNtH3YcAaWAx4yrpL7Z3UtwV0U3Az0#annotation,"""e1""","""said""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0026/e10.RAFKCnikyM-dPmGEu66U0wCBFKArkI89nDch1DRwScmb4#annotation,"""e10""","""denied""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0026/e11.RAtM5aadhzN_re_N-ERI0m461_tN0O4imiVborV790U8Y#annotation,"""e11""","""requested""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0026/e123.RASqNLBbl2UH1S2yrFYGVijK6M53DTtr38jUSj5mqOvxI#annotation,"""e123""","""beneficiaries""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0026/e123.RASqNLBbl2UH1S2yrFYGVijK6M53DTtr38jUSj5mqOvxI#annotation,"""e123""","""beneficiaries""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0026/e13.RACXdZmdtVuocbgfZj0NZtiqvmq3bPSQexIM7nf1zltJ8#annotation,"""e13""","""said""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0026/e14.RAwYahBH7nxVZv3YC6x2TbbuNhoZinQnASN0go94KyBm0#annotation,"""e14""","""decided""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0026/e14.RAwYahBH7nxVZv3YC6x2TbbuNhoZinQnASN0go94KyBm0#annotation,"""e14""","""decided""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0026/e15.RAibpO375ZFDi7Y8oJcEmWWAKF0oDVKSGbRuHDWmd0NIE#annotation,"""e15""","""grant""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0026/e15.RAibpO375ZFDi7Y8oJcEmWWAKF0oDVKSGbRuHDWmd0NIE#annotation,"""e15""","""grant""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0026/e16.RAw3F_YnNOH9xXWIn1rDCpXENuysr9NyUmXKd1WzctpjY#annotation,"""e16""","""turned""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0026/e16.RAw3F_YnNOH9xXWIn1rDCpXENuysr9NyUmXKd1WzctpjY#annotation,"""e16""","""turned""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0026/e2.RABudKUUn0gd8MSlPYtl_p7OvaN88TwrawUor6cq_11Us#annotation,"""e2""","""approved""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0026/e2.RABudKUUn0gd8MSlPYtl_p7OvaN88TwrawUor6cq_11Us#annotation,"""e2""","""approved""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0026/e22.RAgTa9ShKx2MX57YyhHQp2GysPtxeYVfFiGBKyEjCDcIo#annotation,"""e22""","""said""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0026/e23.RA1Wc6aW_kF0afsBGlZ_69mEvm51q7tx4FY41pPfhlz_k#annotation,"""e23""","""totaled""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0026/e23.RA1Wc6aW_kF0afsBGlZ_69mEvm51q7tx4FY41pPfhlz_k#annotation,"""e23""","""totaled""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0026/e25.RAGNx2AzEBkqmD-_3zEYMCL1645RP603Czl-sFuvs9h98#annotation,"""e25""","""treatment""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0026/e25.RAGNx2AzEBkqmD-_3zEYMCL1645RP603Czl-sFuvs9h98#annotation,"""e25""","""treatment""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0026/e26.RAYq0rRhTihttxgtL0XeZ0TriZwtsEhRBfgTTk-e6kwwA#annotation,"""e26""","""action""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0026/e29.RA6QX3m3Q82tZkKri5j2VOismswlexfgk2-HFm4SHN3UA#annotation,"""e29""","""treatment""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0026/e3.RAsSuFxMIyuTpucF-TWvlgrFkVcsfCzVFNY5lzp0-5y0E#annotation,"""e3""","""produced""","""CT-""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0026/e3.RAsSuFxMIyuTpucF-TWvlgrFkVcsfCzVFNY5lzp0-5y0E#annotation,"""e3""","""produced""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0026/e31.RAyoad4zcw4H1LFMkb4Umovw3J7Fw-krcMftiwsrJOC6g#annotation,"""e31""","""treatment""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0026/e31.RAyoad4zcw4H1LFMkb4Umovw3J7Fw-krcMftiwsrJOC6g#annotation,"""e31""","""treatment""","""CT-""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0026/e32.RA-bC6JW1RdgmaYHZVQsIs7WQvULWuVQtJ0hSmk_7xcWk#annotation,"""e32""","""producer""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0026/e33.RArylagGarwPJ38OKaamdWUZcdH3BtoRxCVNizPqkFXE8#annotation,"""e33""","""seller""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0026/e34.RAVsK0dc4HmZgoxZYC5-0DrC3RG2wWtHgav_bJGwWj5zU#annotation,"""e34""","""action""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0026/e34.RAVsK0dc4HmZgoxZYC5-0DrC3RG2wWtHgav_bJGwWj5zU#annotation,"""e34""","""action""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0026/e39.RA81_OEpl1-r62CxtUAg0HcHFF3A60VY6xlIpBIy7nsq8#annotation,"""e39""","""eligible""","""CT+""",2
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0026/e40.RAL2_1Lcf3_oL9pqdGLkHWFXLYwFv1LMXVyADONc14E5Y#annotation,"""e40""","""according""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0026/e5.RAsW-WCFb2jbYVCk9BjxVl9DFPee2OS9iy-Aq05RfgmbY#annotation,"""e5""","""came""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0026/e6.RAHvqQ_vi-tDc7ODB3pknBBA6-g8nn0GyhaRlXz2UaQjI#annotation,"""e6""","""filed""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e1.RAnoVy_wpyJCRgkaS7OudKN18cm1OFDJchjOk5o-HDGWA#annotation,"""e1""","""resigned""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e1.RAnoVy_wpyJCRgkaS7OudKN18cm1OFDJchjOk5o-HDGWA#annotation,"""e1""","""resigned""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e10.RANQ_xaImwmw5jJTb0ln91zGytgTEikLI1nV82plk3f80#annotation,"""e10""","""reduce""","""Uu""",2
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e11.RA9Ud52IRyXjNyt5Fli9rg60LTRMZ-V3JlIYguVeXoExI#annotation,"""e11""","""curb""","""Uu""",2
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e12.RA-5jkKZ634BONLjdQquBX6rsKWQgDVn7BeXq9J81CQqE#annotation,"""e12""","""spending""","""CT+""",2
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e14.RASSreOt4TTJgHCEcW3QIb5a-_rDosFjk-jK3qb69tsOo#annotation,"""e14""","""achieved""","""Uu""",2
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e15.RAa9fKn4mC4iKfi_67r9t-aqxAjBSGboyrkP_n0Qveqbo#annotation,"""e15""","""maintained""","""Uu""",2
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e16.RAwCiE3yo69SJGJXelId7lnak0ND435LFLOlanJo0wrtU#annotation,"""e16""","""said""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e187.RAIFsyTcMIOE_8jen7BxuCNazaKu29BE5Cc2c1-lM06hU#annotation,"""e187""","""growth""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e19.RAupBDQClFtkmj1WfPJCIznQkdetxcNb1dmc4CzGrMPUs#annotation,"""e19""","""succeed""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e2.RAT9Gwy71lsAHdFkWgC2iqLlCECvchyGUut_mQhPVtG50#annotation,"""e2""","""stepping""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e2.RAT9Gwy71lsAHdFkWgC2iqLlCECvchyGUut_mQhPVtG50#annotation,"""e2""","""stepping""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e20.RAODEwIpVm4jyDSu7m-zt6PiExmxlU7Jnjave927KT4ZU#annotation,"""e20""","""expansion""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e21.RAdQTKmwn5qUEA89rIRhT6KRQJbjqDzRjZR5XrUj4EqXo#annotation,"""e21""","""left""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e23.RA7hJ_geg8rg0uEzw-E7MjqeTvDJ7Cih3AFzLcfIuOjUE#annotation,"""e23""","""enters""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e24.RAQgZq1sBRaIJ1h7FFki3mFdAANWpA95OGUEPGcynbsRI#annotation,"""e24""","""downturn""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e25.RAj6cg4twooDSA7p2fyviHvfgUwCqVDSPLguILGewJHiM#annotation,"""e25""","""reported""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e27.RAOWvMsctX9D1auYlpeQ-gTkt4gdws8Q9CZNvi2uYSRac#annotation,"""e27""","""cut""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e289.RAi6bPfsXf92qAgQY9eU_g1qQwvOKDHwf-_eP5Z1IaFE0#annotation,"""e289""","""restructuring""","""CT+""",2
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e29.RAQ8XBvc0dFgAoS2iAURXGDO3gkYzteYioowGa_XzvWUU#annotation,"""e29""","""wallowing""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e30.RA2wALgzIS2u9zz5QUYS-RI4SE-v5ZLh_u4DL_oJ5SLsc#annotation,"""e30""","""closed""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e32.RAswgbgTBsuYngc9Wwlh5UD0nCe4GRFc41F_KS3MOxSIQ#annotation,"""e32""","""resigned""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e35.RABjxspU8cuMZZHS2NeFbhRnn4uaRT2ceyXarFqAHmHn4#annotation,"""e35""","""said""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e36.RAxOkwWe_N1e7D4l2tDU3ftDVD1Q2QstZnO47SJPU7B_Q#annotation,"""e36""","""wants""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e36.RAxOkwWe_N1e7D4l2tDU3ftDVD1Q2QstZnO47SJPU7B_Q#annotation,"""e36""","""wants""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e38.RA0cBAbx8rnLeYWkDeaPd_1qXRILX7oVK9E39GlILNd58#annotation,"""e38""","""resume""","""Uu""",2
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e41.RAtSsUt4omcGkvOrqBWwPcn55JebAaTNrsTGUr06Pdmqs#annotation,"""e41""","""running""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e41.RAtSsUt4omcGkvOrqBWwPcn55JebAaTNrsTGUr06Pdmqs#annotation,"""e41""","""running""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e42.RAccvK_ENgwTH4xdsm6h6kasGsME7nuvlFxPDHxWSvhHo#annotation,"""e42""","""expect""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e44.RAWPQR0_DD1o8twuC3OkGV6u7BAFFHAgshTv7evZ2o0Ss#annotation,"""e44""","""cut""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e44.RAWPQR0_DD1o8twuC3OkGV6u7BAFFHAgshTv7evZ2o0Ss#annotation,"""e44""","""cut""","""PR+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e45.RAXrtxc_UA74gBWVlEY1I5pvMmf9jlHTaHUMV1mivFn2w#annotation,"""e45""","""said""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e46.RAF2e2zbjYQhACNycgtum6OW2Sjr-CkmK2gFFlW_ni6xg#annotation,"""e46""","""direct""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e46.RAF2e2zbjYQhACNycgtum6OW2Sjr-CkmK2gFFlW_ni6xg#annotation,"""e46""","""direct""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e47.RAmtlzvj3FB77y8m0I6i6VseEHhp84RP7I5q2EJF01iFk#annotation,"""e47""","""assisted""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e47.RAmtlzvj3FB77y8m0I6i6VseEHhp84RP7I5q2EJF01iFk#annotation,"""e47""","""assisted""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e48.RA5BYRwXKiujncl54Lfsi6gcV61ZwREJzWpEadqeaTbKM#annotation,"""e48""","""reached""","""CT-""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e5.RAzw7JC4JWtM-WD0qqG83OOKt6UbOEa7OlN4-_iD9trtA#annotation,"""e5""","""help""","""Uu""",2
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e51.RACw0nT0FQbGgpyQ0p1aqtsoUZo29IwhrILyMyTh_kfeY#annotation,"""e51""","""said""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e52.RAV4EbkdQqGhrqDIaSaL7YG9_q3K4oYt-aYQ_8jBMEyAo#annotation,"""e52""","""resigned""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e52.RAV4EbkdQqGhrqDIaSaL7YG9_q3K4oYt-aYQ_8jBMEyAo#annotation,"""e52""","""resigned""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e54.RAjd973CiJBbZHCDgar6M--2-HAhaURY0AduPUhO_3_hQ#annotation,"""e54""","""pursue""","""Uu""",2
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e59.RAUNdSInBFouiU7B9gNnJHyH3AqIyNF9Kh0aPL6EO9YK4#annotation,"""e59""","""seek""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e6.RAfY5-h9-x1NAPb9ERctptfymtT7d4V_wGPFgtWn8wJ8s#annotation,"""e6""","""said""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e60.RAX_N3ag26SjnafKIK10dLBW-4aRXUfIOeO2Fb9c67n4U#annotation,"""e60""","""turn""","""Uu""",2
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e62.RAOQfRcvwXQ_Q2xBgQAVEN0N8DVIPLT4dUsgWXpY2rnTQ#annotation,"""e62""","""declines""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e62.RAOQfRcvwXQ_Q2xBgQAVEN0N8DVIPLT4dUsgWXpY2rnTQ#annotation,"""e62""","""declines""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e67.RA2e_kbfX7P2j4rP7FsPJ8rllHi5ezXeo77wX2DqEk9x4#annotation,"""e67""","""high""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e7.RA0SlyC_pak0SN7RdswkUXUWu0zAnkRPyUyJjgrXvCJQQ#annotation,"""e7""","""direct""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e7.RA0SlyC_pak0SN7RdswkUXUWu0zAnkRPyUyJjgrXvCJQQ#annotation,"""e7""","""direct""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e71.RAq_t0gEIsaq3GJyHRHR_SMpy994hXvR42Hu7uye-7nAA#annotation,"""e71""","""seat""","""CT-""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0027/e8.RAmlHytxfvs9QXvvp6VJ6IrE_f20823RBbGnCiBp5FRRs#annotation,"""e8""","""effort""","""CT+""",1
