text,annotated_fvs,
https://w3id.org/provcorp/np/protected/text/wsj_0981.RADx5p8JBNO_g_uTtGi_QE6yFUefGqa6LxmmN7jeC-9X0#text,"CT+,Uu,PR+,CT-,PS+",
https://w3id.org/provcorp/np/protected/text/wsj_0791.RAypXTliVWu4xsE_tgQLTEKGTLWEoCbke6WHoD53_8K7w#text,"CT+,Uu,CT-,PS+",
https://w3id.org/provcorp/np/protected/text/APW20000124.0182.RAMgIrDEZPBK0FEk8Ll2veChaLdUapD72gHwpferZrbgk#text,"CT+,Uu",
https://w3id.org/provcorp/np/protected/text/VOA19980303.1600.0917.RAfkRImPVClPa5Hi6dRHbDBpWZv7d3P8N9z0ul6TjpkIo#text,"CT+,Uu,PR+,CT-",
https://w3id.org/provcorp/np/protected/text/wsj_0685.RAaaxWllh52pZpO6jTODLAiJp3ZANIb86-0IIiiQLI7r0#text,"CT+,Uu",
https://w3id.org/provcorp/np/protected/text/XIE19990313.0229.RACQGdWjFTw_jD3eiOZqRtzy_hhEx1rZcHU7s19N9pLeU#text,"CT+,Uu,CT-",
https://w3id.org/provcorp/np/protected/text/wsj_0175.RAIALbm4wz4vJgi1s-dEFqNy4NI0WuArOx_3f7XIx5sjo#text,"CT+,Uu",
https://w3id.org/provcorp/np/protected/text/ea980120.1830.0071.RAP7OR41W7GvH1C-BH71dq1xzROeUmLuy7pjkFpHEWXEE#text,"CT+,Uu,PR+",
https://w3id.org/provcorp/np/protected/text/XIE19990210.0079.RA_mwyE-vzxAi-LryUBKsJqHsNgayLtlPqL1y-RA2PndU#text,"CT+,Uu,CT-",
https://w3id.org/provcorp/np/protected/text/wsj_0027.RAwIBPvHEIUT6i5Xbb_c5ikPmWNR1GQrBB_u3mEzENcTY#text,"CT+,Uu,CT-,PR+",
https://w3id.org/provcorp/np/protected/text/wsj_0736.RAIAjofdzNfV4VIACcgYwGApZJB2roIHDk1v9aXXZFXCk#text,"CT+,Uu,PR+,PS+,CT-",
https://w3id.org/provcorp/np/protected/text/XIE19990313.0173.RA3N-oMM_NS7qhWCkgFvj2NbQRGNM44RR0-zxcF7AG5DA#text,"CT+,Uu",
https://w3id.org/provcorp/np/protected/text/wsj_1013.RAoHHvYRdlf42lrkp6EzjsFO_zJdrh7mg8Z-Wannb5duA#text,"CT+,Uu,PS+,PR+,CT-,PR-",
https://w3id.org/provcorp/np/protected/text/APW19990216.0198.RAbsA42rc0G-QNiVpWRYcYp1xukAKozfHixlaIL6XW2Xg#text,"CT+,Uu",
https://w3id.org/provcorp/np/protected/text/APW19980213.1310.RAZgcVqRtGP6svkBPMX5kGvu0h65tqtbKGj3PByAwfPq8#text,"CT+,Uu,CT-",
https://w3id.org/provcorp/np/protected/text/wsj_0637.RA7pu4mAFYvkErASdbVUqKkOijqSsiXzYu8wB8Pg8kQdw#text,"Uu,CT+,PR+,CT-",
https://w3id.org/provcorp/np/protected/text/NYT19990419.0515.RAYVFMn-_GHi8_1qGUcd2lyC6XBGvNDtE9CsLpnuekpfE#text,"CT+,Uu,CT-,PS+,PR+",
https://w3id.org/provcorp/np/protected/text/wsj_0161.RA8aBMzICicS-d7M-xGmI5GPhrv1Com2i9E1oqMW0Wnww#text,"CT+,Uu,PR+,CT-",
https://w3id.org/provcorp/np/protected/text/wsj_0073.RAw2-0fxwxRq5yhBYseOxBHp2gsbwEvd_xityrjYG0rvg#text,"CT+,Uu,CT-",
https://w3id.org/provcorp/np/protected/text/wsj_0184.RALbLh8eQIvDEBdvzXmIaYSoGDZhPhgYAGtn646_efNfk#text,"CT+,Uu,PR+,CT-,PS+,PR-",
https://w3id.org/provcorp/np/protected/text/wsj_1073.RAqZq5a0QccG2_Gvr3gWv8vo80xJf4uIHoMlEGl6e-hE0#text,"CT+,Uu",
https://w3id.org/provcorp/np/protected/text/NYT19980206.0466.RATBeDQan4o8mbBP9VTxFTQsdirjy---y0lY7G_sYtKEY#text,"Uu,CT+,PS+,CT-,PR-",
https://w3id.org/provcorp/np/protected/text/PRI19980306.2000.1675.RA0_sYrnVQHT2OLWCBGmLLx6BYws9Xx5ECT4PiV74vPYY#text,"CT+,Uu,PR+,CT-",
https://w3id.org/provcorp/np/protected/text/wsj_0675.RAdYT9fXu2oUEYfEwzHK9F-zk7-AiAYOUHyGEWCPXpPcg#text,"CT+,Uu,PR+,PS+,CT-,PR-,PS-",
https://w3id.org/provcorp/np/protected/text/wsj_0745.RA79ee56dGz4G4xuHLFwwiW_eYZvyEYK4xjLvaBkxOk88#text,"Uu,CT+,PS+,PR+,CT-,PR-,NA",
https://w3id.org/provcorp/np/protected/text/wsj_0918.RAgeaFb7DB1PLoEbiSU4prnHAr9dC4pRV_WS2iEXCRAPQ#text,"CT+,Uu,NA,CT-",
https://w3id.org/provcorp/np/protected/text/NYT19980424.0421.RAVHggZwhvOE5cGacruCXUunlTThOdvHUfR3v1J8z4AwE#text,"CT+,Uu,CT-,PR+",
https://w3id.org/provcorp/np/protected/text/wsj_0798.RAt7R3c5Pk43TLEdkX-9_ZNrmEkLkduS3HKfhOQVhAxGQ#text,"CT+,Uu,PR+,CT-",
https://w3id.org/provcorp/np/protected/text/APW19980306.1001.RAG7OwUmJnpJfaVH7bNfmOPqE7jrrUHJTPD2OVK0ttVTM#text,"CT+,Uu,CT-,PR+",
https://w3id.org/provcorp/np/protected/text/wsj_1042.RAG8pmFBEG_-4cxWyY7LfnKxCY_rQ33FxtrtrQxHJ3Il0#text,"CT+,Uu",
https://w3id.org/provcorp/np/protected/text/wsj_0555.RAzDLGKkWRtiwOGEuYOTPLTNWYnMm0ktuAIwMBDgRPalw#text,"CT+,Uu",
https://w3id.org/provcorp/np/protected/text/wsj_0173.RAUOe_zrKGoSsfGKXd9_eK2oFS4de-uqhL52AFXXFKB5U#text,"CT+,Uu,CT-",
https://w3id.org/provcorp/np/protected/text/wsj_0152.RABOY75ByHvve2Ke2JfRPmrmLYDQEMejI8VWWzy6ccm9M#text,"CT+,Uu",
https://w3id.org/provcorp/np/protected/text/wsj_0032.RAVfsD5IJF2uvQg0qbNSPmvXLjkw7tm759c43z8fwPCJY#text,CT+,
https://w3id.org/provcorp/np/protected/text/wsj_0806.RA-yCPy_Zib9iBQ3K3vYzQF6Zvtqlavy_Cp84rSKyHiEI#text,"CT+,Uu,PR+,PS+",
https://w3id.org/provcorp/np/protected/text/PRI19980216.2000.0170.RAlVwTe311I0Cs1i0lcAKAf3lb5ewadnU8bqSb--eMI1c#text,"CT+,Uu,PR+",
https://w3id.org/provcorp/np/protected/text/wsj_0713.RAievAN_-bA3b43eetxf9geyDnZcfA7aouqAVAVxsEJ3o#text,"CT+,Uu",
https://w3id.org/provcorp/np/protected/text/PRI19980205.2000.1998.RATXLFo1rF0IZAUSg263spIEIe0-Q6I31yvM0yt6NyoDQ#text,"CT+,Uu,PR+",
https://w3id.org/provcorp/np/protected/text/CNN19980222.1130.0084.RAH3x8sFEgKzxv4FGC_xjTe7eGpaZKNVPN7ZW2WqbTncc#text,"CT+,Uu,PR+,CT-",
https://w3id.org/provcorp/np/protected/text/AP900816-0139.RALzKKCELGuax_1TwrVtjRsTWowh0Ofr363k6oGBje-F4#text,"CT+,Uu,CT-,PS+,PR-,PR+,NA",
https://w3id.org/provcorp/np/protected/text/APW19990410.0123.RAuzNuoY3Mub7UKEcbg8xTNf1tDBcrXZJIM-XPm73Iewc#text,"CT+,Uu,PS+,PR+,CT-",
https://w3id.org/provcorp/np/protected/text/wsj_0068.RAAajUMVik9cKzahSirbarPrUcXNaGAbkq0NHMzy2D4v4#text,"CT+,Uu",
https://w3id.org/provcorp/np/protected/text/wsj_0585.RAxBi6ZIMHctgSotskHEUqNgm8QR75zV6sf9DcqP5Jh0g#text,"CT+,Uu,CT-,PR+,PS+,other,PR-,NA",
https://w3id.org/provcorp/np/protected/text/APW19980501.0480.RAsSiUrQ36aA_VdVJhdeQ98iRj4DY-LlzV0k_4FyRxTqQ#text,"CT+,Uu,PR+",
https://w3id.org/provcorp/np/protected/text/wsj_0189.RAExiHkEQ2Kc8VAuABg9C_61GxPYZ9FkqW_RmxTFy4fIM#text,"CT+,Uu",
https://w3id.org/provcorp/np/protected/text/ABC19980304.1830.1636.RADTz3PHpMtcJtyZ8KMGADu-debaxvnPUoKa9YOB34xpU#text,"CT+,Uu,CT-",
https://w3id.org/provcorp/np/protected/text/wsj_0159.RAwb4twCXIKHeF8QB_UxhRAfbWzpIq82aek-EiaICfZW0#text,"CT+,Uu",
https://w3id.org/provcorp/np/protected/text/wsj_0127.RAPGz8jHAv293pZn3opfMW1bqhSUc0zmtp7191SOvl_-8#text,"CT+,Uu,CT-",
https://w3id.org/provcorp/np/protected/text/wsj_0660.RARxrZXbXYP0reyWz57ssr0CPimcjgRrHRJPPA8lvCHe8#text,"CT+,Uu,CT-",
https://w3id.org/provcorp/np/protected/text/wsj_0321.RAIFCggav-skF4bg5nEHCRWYHjT-aQ1iKk4fxsRTpkNCM#text,"CT+,Uu,CT-,PS+",
https://w3id.org/provcorp/np/protected/text/wsj_0124.RAyHTVCajPRR3nyKe_ioL91LR0wsoe50qeZzbpezxWqAc#text,"CT+,Uu,PS+",
https://w3id.org/provcorp/np/protected/text/PRI19980121.2000.2591.RArL0yEv2RwV2nY--qoa8VMsOegz4K1OCadxgROWCcoNw#text,"CT+,CT-,NA,Uu",
https://w3id.org/provcorp/np/protected/text/wsj_0760.RAoasNYR8ExSU3fhHhTUCEibajLC9Q5GgPWvkgghPTKJc#text,"CT+,Uu,PS+",
https://w3id.org/provcorp/np/protected/text/wsj_0344.RAXw6gOp2xk_UhoTTNZLBeMpbABOKfPf1J3iX6QhfU8no#text,"CT+,Uu,NA",
https://w3id.org/provcorp/np/protected/text/wsj_0752.RANtXHvECdxyNvsd4kQRSHffFK1zbvO6y5GPaDTtmxXsE#text,"CT+,Uu",
https://w3id.org/provcorp/np/protected/text/wsj_0904.RA-y5G6LtXrGlIRskCbRC7hpfS30UNEjUorGUII2jPSZU#text,"CT+,Uu,PS+,CT-",
https://w3id.org/provcorp/np/protected/text/APW19980213.1320.RAB0oHkRYJ_1zGXcJ2H2XoyqC26YFfW0Az24F0GlfP7RY#text,"CT+,Uu,CT-,PR+",
https://w3id.org/provcorp/np/protected/text/wsj_0570.RA8hg_MVvFNMSQL-rmGN0yoJpbM72jvBvfr2Y3X9X8a0M#text,"CT+,Uu,PS+,CT-,PR+",
https://w3id.org/provcorp/np/protected/text/ABC19980108.1830.0711.RAQQ5urbkWHjMnPRHw820DsYScEuoxvKIgMLKgUqKhteY#text,"CT+,Uu,CT-,PR-,PR+,PS+",
https://w3id.org/provcorp/np/protected/text/CNN19980223.1130.0960.RAvoqO6dikTuHKbg54cnv-58-ONhDmdmckpUYEjLeJou0#text,"CT+,PR+,Uu,PS+",
https://w3id.org/provcorp/np/protected/text/CNN19980227.2130.0067.RAN8-4pEcPtcT_DX8Gt1MnmxkdHXn7jF3-4i2nylSVZcA#text,"CT+,Uu,PR+,PS+,CT-",
https://w3id.org/provcorp/np/protected/text/wsj_0324.RANyaYbz0KR8IckOx7H5LFR_MshyjUZ70kL0tc2QkpSUQ#text,"CT+,Uu",
https://w3id.org/provcorp/np/protected/text/wsj_1031.RA-Rxj2cQkvBc_lxAm5IZILmQdXCjU7gJ3_sgUp4WMLu4#text,"Uu,CT+,CT-",
https://w3id.org/provcorp/np/protected/text/PRI19980303.2000.2550.RAp8f0iz-V-CPZGQxbL3PWy39JUpdMhPiDN5XawzBWdU0#text,"CT+,Uu,CT-,PS+,PR+",
https://w3id.org/provcorp/np/protected/text/wsj_1025.RABGEyAwQOLgpwzEugjfaakgF6kMvpX9HUa_1C5ByLpy0#text,"CT+,Uu",
https://w3id.org/provcorp/np/protected/text/wsj_0165.RAXjPZI60YSjcBZ-kDGc0Lxp9LTIddGqqeAuUhCfSZLAM#text,"Uu,CT+,PR+",
https://w3id.org/provcorp/np/protected/text/wsj_0928.RAwS2CfOnFXGVyg2We08qVto-AZ-z4VMQYTBfydTeD5b0#text,"CT+,Uu,PS+,PR+,PR-",
https://w3id.org/provcorp/np/protected/text/wsj_0176.RAEwWfvjYpTHQ-faEHq9Y7RGNrhFtYUxiIn9ZaO4v1JNY#text,"CT+,Uu",
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,"CT+,Uu,CT-,PR-,PR+",
https://w3id.org/provcorp/np/protected/text/wsj_0471.RAiAzNe9ZDwKGX6uBEvzW-dMSLlm0rOTPl48iOak-Uh6E#text,"CT+,Uu,CT-,NA",
https://w3id.org/provcorp/np/protected/text/wsj_0923.RAnh9J7vIENXPJxQZow-msrgAiWkes_Ij6rqIZuSmfdhU#text,"Uu,CT+",
https://w3id.org/provcorp/np/protected/text/XIE19981203.0008.RA0CJxBY3PC6scMcih3I2Xn2K_WOkELRtmY9V4Zl7J64g#text,"CT+,Uu",
https://w3id.org/provcorp/np/protected/text/wsj_0906.RA4c8eQoOTflTN2zTTJ1mDTaHp4_JGh4Ti8RegGzy6Dlw#text,"Uu,CT+",
https://w3id.org/provcorp/np/protected/text/wsj_0709.RAyBZEh_wtOD5UCWOJ1yDaL92DID90eW6bCv2tS4lh4FI#text,"CT+,Uu,PR+",
https://w3id.org/provcorp/np/protected/text/wsj_0950.RAmiPyXT9QDl_BUnl_Nkg2QeLpY0_kPXLO77Aj3N5Xsec#text,"CT+,Uu",
https://w3id.org/provcorp/np/protected/text/APW19980213.1380.RAj9A9Ok2UnwOqkwxjdJkVfWFc9medDeCH8B62Euj5Zew#text,"CT+,Uu,CT-,PS+",
https://w3id.org/provcorp/np/protected/text/APW19980219.0476.RAmq98Jl-BglDh2Jo1ajqxi25jf3wyryzgoTZN2yud5wU#text,"CT+,Uu,PR+,CT-,PR-,NA",
https://w3id.org/provcorp/np/protected/text/wsj_0534.RAsMQGd9YnHshMMj461DumPd0YsGnneBno6akC4UMuoTY#text,"CT+,Uu",
https://w3id.org/provcorp/np/protected/text/wsj_0541.RA5TcJP3u8qYFZQoasvYxPlQ_7pTS_OmYnQPgB6Cg6eVw#text,"CT+,Uu",
https://w3id.org/provcorp/np/protected/text/wsj_1035.RA6WFB2mnagnQbgNPbKVKz8y4xIKaOYmVEVKs63ybaffc#text,"CT+,Uu,PR+",
https://w3id.org/provcorp/np/protected/text/wsj_0811.RAMw25XRtBZhhrufNrPeHS6WUEYztkV1HHL-5p-u0ElXI#text,"CT+,Uu,PR+,CT-",
https://w3id.org/provcorp/np/protected/text/wsj_1033.RAqsh29P2KYC4CNjXVPOCYRZH3cO6KAlJ41SmZHkbjFEs#text,"CT+,Uu,CT-,NA",
https://w3id.org/provcorp/np/protected/text/wsj_0650.RAx7pJD7coeG_Lxe_O6dfDxvGwmsoBYXZ8BVsjSyF2PPE#text,"CT+,Uu,CT-",
https://w3id.org/provcorp/np/protected/text/wsj_0356.RAJHdYX6GQEBalGYJs-lQ9oPUqVYPAdi3srLAuFey5sEU#text,"Uu,CT+,PR+",
https://w3id.org/provcorp/np/protected/text/NYT19980206.0460.RAodc7usHwgJdoxYW0VtIIDlu2ai3zYTNx8Sei6hfQQnc#text,"CT+,Uu,PR+,PR-,CT-,PS+",
https://w3id.org/provcorp/np/protected/text/wsj_0938.RAhIbwaw_8_aYTcNR8bHW9Tc8JVLus6fN-qhHWUtzvwZQ#text,"Uu,CT+,CT-,PS+,PR-",
https://w3id.org/provcorp/np/protected/text/wsj_1040.RAwJf4I7NLjzDFZQDYBualz2WdI8Z-tsu7Xj3ou3RyWa0#text,"CT+,Uu,PR+",
https://w3id.org/provcorp/np/protected/text/VOA19980331.1700.1533.RACYf7oiVc95O40RgtJnTqF6ZS0CPj_RKw9L_CfrxAuFc#text,"Uu,CT+,CT-,PS-",
https://w3id.org/provcorp/np/protected/text/APW19980227.0489.RADjJlEuXASzx27egD5w1yU3pEQeEcHgJ6yjsMs1s0SNk#text,"CT+,Uu",
https://w3id.org/provcorp/np/protected/text/wsj_0346.RAKyhs9OldFNYlASoY8J1bhcoP2DtfgYUToD3Bszz4qoA#text,"CT+,Uu,CT-,PR+",
https://w3id.org/provcorp/np/protected/text/PRI19980205.2000.1890.RA3WMH6uTyEEzOtmG3XqTxAk_FbRUWH2j5ufVbRbZ71pU#text,"CT+,Uu,PR+",
https://w3id.org/provcorp/np/protected/text/wsj_0907.RASMGEzFgN6f4YLnJzGNfUo4IMSC1l6bAe9G9VjY8txeM#text,"CT+,Uu,PR+",
https://w3id.org/provcorp/np/protected/text/VOA19980303.1600.2745.RAM7kT1QcSqxhRPGhtUFXE2mJcjl3l30T1j5MJow2iMV0#text,"CT+,Uu,PR+",
https://w3id.org/provcorp/np/protected/text/CNN19980126.1600.1104.RAjebDE1fIPSHjDil88osMUwA_2tVDY86GeaNqJu8-gbo#text,"CT+,PR+,NA,Uu",
https://w3id.org/provcorp/np/protected/text/APW19980227.0487.RAVHWPHCnkClKJCvx5UGFq9iMP-xxqwap7qgkvf-7PgQI#text,"CT+,Uu,NA,CT-,PR+,PR-,PS+",
https://w3id.org/provcorp/np/protected/text/XIE19990227.0171.RALKcq-swi8HmEF1ltjz2N4RszM4EOG4xbsxgOUOOukNg#text,"CT+,Uu",
https://w3id.org/provcorp/np/protected/text/wsj_0266.RA-Qj2nM_F4fueS8kcza8y8S0cJ5vkBd9Ok5QUvaGKcKE#text,"CT+,CT-,Uu",
https://w3id.org/provcorp/np/protected/text/wsj_0973.RA2GuFFuMDxIXvN3A0F4p-1V8P0RYROQ28L7YXceBDDA0#text,"CT+,Uu,PR+,CT-,PS+,PR-",
https://w3id.org/provcorp/np/protected/text/wsj_0026.RAqVDliQg7089ljabZboxeufk6O0UJHuDiETOmVwpKtL4#text,"CT+,Uu,CT-",
https://w3id.org/provcorp/np/protected/text/NYT19980402.0453.RApS7C50ag46C9gikPMigyuV7Gq5O1I9FaaqjPdWWJBgw#text,"CT+,Uu,PR+,CT-,PR-",
https://w3id.org/provcorp/np/protected/text/wsj_0805.RAzYa8m1ZqFqpm_g4qmJcGPyIa7PBRrGnP6D2VQNMUnIw#text,"CT+,Uu,CT-",
https://w3id.org/provcorp/np/protected/text/ABC19980114.1830.0611.RAOoiK6CiH3hw4ZC9IwpXOMi5XYYXg4wbAamQUFp-tlCk#text,"CT+,CT-,Uu",
https://w3id.org/provcorp/np/protected/text/VOA19980501.1800.0355.RAIEFcrTLCr0n0vTMipoh3bb7RzB4sE2sKSdN6IpUsw6w#text,"CT+,Uu,CT-,PS+",
https://w3id.org/provcorp/np/protected/text/PRI19980213.2000.0313.RA0XMpXfEIlverATbchBvP-szIpd7qM49F1Lx_OiEpx1A#text,"CT+,Uu,CT-,PS+",
https://w3id.org/provcorp/np/protected/text/APW19980418.0210.RAcB1Cu5clt297cct3LdxeGzdgXrcOItDClEwWoMCiFiU#text,"CT+,Uu",
https://w3id.org/provcorp/np/protected/text/wsj_0586.RArE7TquS9T6yInSegFakG0l_bGGvnYp7dRahM5Dfd0qQ#text,"CT+,Uu,PS+,NA,CT-,PR+,PR-",
https://w3id.org/provcorp/np/protected/text/wsj_0348.RAyLDl90tiDeCN6iSdc_ySh_dRkDxgbHHiATMvKG3Bdps#text,"CT+,Uu",
https://w3id.org/provcorp/np/protected/text/wsj_0991.RAvv5lN4qtFrnvwwJWStalFpCfqzUHpWDhP_Cd0Uw6Mkc#text,"CT+,Uu,PR+",
https://w3id.org/provcorp/np/protected/text/wsj_0171.RANPZyX9cn7WOeJf5ZWAZRGogxnRovKsgdezfvf6QVQME#text,"CT+,Uu,CT-,PR+",
https://w3id.org/provcorp/np/protected/text/wsj_0679.RAx4VsgW5qHN0Q6XfGUHrAw3CUAKufYIck8iVeiersIjk#text,"CT+,Uu,CT-,PS+,NA,PR+",
https://w3id.org/provcorp/np/protected/text/wsj_0584.RAnadyWsT7yJsoMd9IANxydw9-lxqNFyluiy41krUjnag#text,"CT+,Uu,CT-,PR+,PS+,PS-,PR-",
https://w3id.org/provcorp/np/protected/text/wsj_1006.RAI0Zk_KL-TDwOEoJgp29eYWy2CN72j9FHTeBMcyEYAq4#text,"CT+,Uu,CT-,PR+,PR-,CTu",
https://w3id.org/provcorp/np/protected/text/APW19980322.0749.RA4xDw8q4YtvbHRPydp8of2oRCyY96vXFH9DGJvQO1BH4#text,"CT+,Uu,CT-,PR+,NA",
https://w3id.org/provcorp/np/protected/text/ABC19980120.1830.0957.RACBkezKUMu8ZzKRh7afkB79BXEMwduovz2tFYipg3euc#text,"CT+,Uu,PR+,PS+,PR-,CT-",
https://w3id.org/provcorp/np/protected/text/wsj_0169.RAFM7CeV0JQwZALf-BxSLTzkoG9qdwk3uHCW4R6A869Ec#text,"CT+,Uu",
https://w3id.org/provcorp/np/protected/text/wsj_0136.RAD5OAiR9QP1UCS81pkkBDqLLRGo4Y82Po5R9lQGXyxTM#text,"CT+,Uu,PR+",
https://w3id.org/provcorp/np/protected/text/wsj_0557.RA0_JEZmEJ1FptMTkNdEIsn7AHNMz0d2By_2e_JL1D2WE#text,"CT+,Uu,PR+,PS-,PS+,CT-,NA",
https://w3id.org/provcorp/np/protected/text/wsj_0376.RAP5aiILAxIQFJ4VbJBZvyVnkwMZU_1FqWu_JEkagr3uE#text,"CT+,Uu,CT-,PS+",
https://w3id.org/provcorp/np/protected/text/APW19981205.0374.RAHfyFbhbKOhq-FXafj2gHO09XmTlZox5sBt4Ny0x128s#text,"CT+,Uu,PR+",
https://w3id.org/provcorp/np/protected/text/wsj_0313.RAScz8g4O55OSWXx4cRc0w8iC1K1QR4ayKYUEIXE4z2zU#text,"CT+,Uu,PR+,CT-,PR-",
https://w3id.org/provcorp/np/protected/text/wsj_0505.RAMEWNAi1GpaEOqEuJoSOFttjz_4KUyl998VsKRZE5zS0#text,"CT+,Uu,PR+,NA,PS+",
https://w3id.org/provcorp/np/protected/text/APW19980227.0468.RAfIp6YnvP1iEQ1gXB92vAm1a2IeBMEtTSrUxWFB6nNW4#text,"Uu,CT+,NA",
https://w3id.org/provcorp/np/protected/text/wsj_0768.RA2zON3M32ngmvLiocCD_NM-Q2VXl02V6e9mdLu8TBeOA#text,"CT+,Uu,PS+,CT-",
https://w3id.org/provcorp/np/protected/text/wsj_0670.RAnj6ZbWWdQpYRr_beHlGFgoOqpDCSIeKy8uA-d4nXYAk#text,"CT+,Uu,PS+,PR+",
https://w3id.org/provcorp/np/protected/text/APW19980626.0364.RAiLikv6kJpcgojwskB5nnSOdXfVCjFHHIdGnMaoWvUfQ#text,"CT+,Uu,PS+,CT-",
https://w3id.org/provcorp/np/protected/text/wsj_0135.RAFyyMa0zlqQjzM3gnV0JZEhg1wB_VTkyWjLA78LhM7l8#text,"CT+,Uu,PR+",
https://w3id.org/provcorp/np/protected/text/wsj_0815.RA7xgc5tJIpFenqswuKW75gO_9F0JXxyjpL_EWwBjBavw#text,"Uu,CT+,CT-",
https://w3id.org/provcorp/np/protected/text/wsj_0187.RApNmorMpGE4aMhTj3EOvejW45HLHY0fnwfvXdiJNcwxs#text,"CT+,Uu,PR+,PR-",
https://w3id.org/provcorp/np/protected/text/wsj_0661.RArF-RXIXVqwjLzVquALXLxMNzNWQ3n73pd5HstQrcXZg#text,"Uu,CT+,CT-,PR+,PS+",
https://w3id.org/provcorp/np/protected/text/NYT19990505.0443.RA5CTH-aB3enXUEHsvwP99BQ1k_jwa_s6_ofpSV_1lg60#text,"Uu,CT+,PR+,CT-,PS+",
https://w3id.org/provcorp/np/protected/text/wsj_0151.RAOEXDE3od-_V2EoVUqGTTTj6mLQJlu1hN97BsLh-AumE#text,"CT+,Uu,PS+,CT-,PS-",
